,free_win_rate,paid_win_rate,place,total_paid,win_rate,overall.first,overall.races,overall.second,overall.third,horse_id
0,0.0,0.0,0.0,0.0,0.0,0,18,0,0,427001
0,3.45,0.0,30.58,0.0,3.31,4,121,18,15,427002
0,3.08,0.0,16.92,0.0,3.08,2,65,5,4,427006
0,0.0,0.0,5.41,0.0,0.0,0,37,0,2,427007
0,3.03,0.0,13.24,0.0,2.94,2,68,5,2,164863
0,7.74,0.0,24.05,0.016185,7.59,12,158,14,12,427009
0,0.0,0.0,25.0,0.0,0.0,0,8,2,0,427010
0,2.27,0.0,13.64,0.0089,2.27,1,44,3,2,427011
0,0.0,0.0,10.0,0.0,0.0,0,20,1,1,427013
0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,427014
0,7.45,14.29,30.69,0.0461732,7.92,8,101,4,19,427016
0,0.0,0.0,0.0,0.0,0.0,0,7,0,0,427017
0,0.0,0.0,12.5,0.0,0.0,0,8,0,1,427018
0,3.03,0.0,12.12,0.0,3.03,1,33,2,1,427019
0,0.0,0.0,0.0,0.0,0.0,0,15,0,0,427021
0,0.0,0.0,0.0,0.0,0.0,0,18,0,0,427023
0,0.0,0.0,14.29,0.01638,0.0,0,14,1,1,427024
0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,427026
0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,427029
0,4.17,0.0,4.17,0.0,4.17,1,24,0,0,427031
0,3.61,14.29,16.67,0.016825,4.44,4,90,5,6,33816
0,0.0,0.0,21.05,0.0,0.0,0,19,2,2,427033
0,11.35,0.0,27.59,0.10892995,11.03,16,145,14,10,427034
0,3.1,0.0,17.69,0.02172,3.08,4,130,9,10,427036
0,5.41,0.0,13.51,0.0,5.41,2,37,1,2,427037
0,12.62,8.28,27.42,0.279513,10.08,25,248,22,21,33823
0,0.0,0.0,0.0,0.0,0.0,0,18,0,0,427040
0,0.0,0.0,7.14,0.005175000000000001,0.0,0,28,0,2,427041
0,3.13,0.0,11.36,0.002499,2.27,1,44,1,3,33826
