,data.horse.bloodline,data.horse.breed_type,data.horse.color,data.horse.gen,data.horse.horse_type,data.horse.img_url,data.horse.inserted_at,data.horse.name,data.horse.nft_id,data.horse.parents,data.horse.race_statistic.first_place_finishes,data.horse.race_statistic.free_win_rate,data.horse.race_statistic.number_of_free_races,data.horse.race_statistic.number_of_paid_races,data.horse.race_statistic.number_of_races,data.horse.race_statistic.paid_win_rate,data.horse.race_statistic.second_place_finishes,data.horse.race_statistic.third_place_finishes,data.horse.race_statistic.win_rate,data.horse.super_coat
0,Nakamoto,exclusive,Amethyst,Z4,Colt,https://img.zed.run/horses/9966CC.png,2021-10-17T20:48:06,Loaded Lux,131301,"[{'name': 'Diamondz', 'nft_id': 67008}, {'name': 'Heigh ho Silver', 'nft_id': 57784}]",7,4.03,149,9,158,11.11,18,20,4.43,False
0,Buterin,legendary,Bright Cerulean,Z18,Mare,https://img.zed.run/horses/1DACD6.png,2022-04-15T20:34:41,Unnamed Foal,393446,"[{'name': 'Long Island', 'nft_id': 28933}, {'name': 'Battle Pride', 'nft_id': 20857}]",0,0.0,0,0,0,0.0,0,0,0.0,True
0,Buterin,exclusive,Azure,Z14,Colt,https://img.zed.run/horses/007FFF.png,2022-04-15T20:34:24,Abuela,393445,"[{'name': 'Ankhesenpaaten', 'nft_id': 206872}, {'name': 'Battle Pride', 'nft_id': 20857}]",21,3.6,583,5,588,0.0,50,66,3.57,False
0,Nakamoto,genesis,Field Drab,Z1,Colt,https://img.zed.run/horses/6C541E.png,2019-03-01T17:30:53,Shift Enter,236,[],9,5.26,171,4,175,0.0,14,14,5.14,False
0,Nakamoto,exclusive,Baker-Miller Pink,Z4,Mare,https://img.zed.run/horses/FF91AF.png,2021-10-17T21:22:43,Wakka,131310,"[{'name': 'Valefor', 'nft_id': 107932}, {'name': 'Aesthetic Supporter', 'nft_id': 54057}]",19,5.21,365,16,381,0.0,30,36,4.99,False
0,Finney,elite,Byzantine,Z20,Filly,https://img.zed.run/horses/BD33A4.png,2022-04-15T20:54:24,ETHseeking Missile,393454,"[{'name': 'Tragic Birth', 'nft_id': 118880}, {'name': 'Strategic Order', 'nft_id': 2843}]",0,0.0,23,1,24,0.0,0,3,0.0,False
0,Finney,elite,Space Sparkle,Z16,Stallion,https://img.zed.run/horses/4A646C.png,2022-04-15T21:03:46,Don Paul,393456,"[{'name': 'Chicanery', 'nft_id': 181147}, {'name': 'Lil Esco 28', 'nft_id': 102036}]",16,5.8,276,30,306,0.0,36,34,5.23,False
0,Szabo,legendary,Anti-Flash White,Z8,Mare,https://img.zed.run/horses/F2F3F4.png,2022-04-15T21:05:30,Luminescent Moon,393458,"[{'name': 'Copperhead', 'nft_id': 13502}, {'name': 'E.T. Phone Home', 'nft_id': 1722}]",106,10.41,663,400,1063,9.25,89,100,9.97,False
0,Szabo,exclusive,Dartmouth Green,Z10,Stallion,https://img.zed.run/horses/00703C.png,2022-04-15T21:05:47,Dynasty of Douglas,393459,"[{'name': 'This Hare Is Super', 'nft_id': 355950}, {'name': 'Copperhead', 'nft_id': 13502}]",39,10.65,338,40,378,7.5,35,22,10.32,False
0,Buterin,elite,Suave Mauve,Z25,Colt,https://img.zed.run/horses/D473D4.png,2022-04-15T21:08:44,Mystery Haircut,393460,"[{'name': 'King Sentinel', 'nft_id': 156930}, {'name': 'Catalina Breeze', 'nft_id': 42545}]",3,3.66,82,9,91,0.0,9,12,3.3,False
0,Nakamoto,genesis,Cotton Candy,Z1,Mare,https://img.zed.run/horses/FFBCD9.png,2019-03-02T00:01:16,War Hammer,243,[],17,14.16,113,20,133,5.0,21,18,12.78,False
0,Buterin,exclusive,Cosmic Cobalt,Z14,Mare,https://img.zed.run/horses/2E2D88.png,2022-04-15T21:21:27,Jinxbreacher,393463,"[{'name': 'Chase A Bag', 'nft_id': 169931}, {'name': 'New Tarabela', 'nft_id': 30065}]",8,2.51,279,12,291,8.33,21,32,2.75,False
0,Nakamoto,genesis,Deep Taupe,Z1,Stallion,https://img.zed.run/horses/7E5E60.png,2019-03-02T01:00:01,Argonaut,252,[],334,20.97,1159,1185,2344,7.68,375,300,14.25,False
0,Nakamoto,legendary,Cotton Candy,Z3,Stallion,https://img.zed.run/horses/FFBCD9.png,2021-10-17T22:17:16,Eldrick Tiger Woods,131325,"[{'name': 'Whitemane', 'nft_id': 539}, {'name': 'Green Arcadia', 'nft_id': 496}]",5,7.94,63,1,64,0.0,7,5,7.81,False
0,Nakamoto,genesis,Cinnamon Satin,Z1,Stallion,https://img.zed.run/horses/CD607E.png,2019-03-02T01:02:17,Above The Clouds,254,[],17,12.06,141,9,150,0.0,23,16,11.33,False
0,Nakamoto,legendary,Powder Blue,Z2,Stallion,https://img.zed.run/horses/B0E0E6.png,2021-10-17T22:18:51,Lightning Blue,131328,"[{'name': 'Green Arcadia', 'nft_id': 496}, {'name': 'Spoon Full of Sugar', 'nft_id': 109}]",19,15.09,106,21,127,14.29,16,10,14.96,False
0,Nakamoto,genesis,Cadet Blue,Z1,Mare,https://img.zed.run/horses/5F9EA0.png,2019-03-02T09:29:02,Mates Rates,269,[],85,10.66,788,148,936,0.68,144,146,9.08,False
