,free_win_rate,paid_win_rate,place,total_paid,win_rate,overall.first,overall.races,overall.second,overall.third,horse_id
0,7.23,0.0,26.16,0.02045,7.17,17,237,22,23,380823
0,10.45,0.0,30.5,0.074532,9.93,14,141,18,11,511896
0,3.23,0.0,24.2,0.00437,3.18,5,157,17,16,380825
0,0.0,0.0,3.7,0.0,0.0,0,27,0,1,380828
0,21.21,0.0,42.42,0.00855,21.21,7,33,3,4,511903
0,2.82,0.0,17.25,0.00045,2.82,8,284,16,25,380834
0,13.89,14.29,27.94,0.07149,13.97,19,136,10,9,511910
0,13.33,0.0,30.77,0.008805,7.69,2,26,2,4,511916
0,15.38,10.53,24.44,0.0235824,13.33,6,45,2,3,380850
0,11.39,8.33,30.59,0.039174,11.18,19,170,15,18,380852
0,10.0,8.33,33.33,0.019451,9.52,4,42,5,5,118710
0,8.09,0.0,22.79,0.022975,8.09,11,136,8,12,380855
0,9.63,0.0,27.69,0.002925,9.23,18,195,19,17,118717
0,16.39,11.28,26.86,0.678214,13.54,129,953,59,68,118720
0,7.5,6.67,29.09,0.014875,7.27,8,110,12,12,118724
0,9.6,7.76,28.97,0.361,8.97,61,680,67,69,118725
0,5.26,0.0,27.12,0.001125,5.08,3,59,3,10,380881
0,5.61,0.0,25.23,0.00454,5.61,6,107,12,9,380884
0,12.84,0.0,35.45,0.05254685,12.73,14,110,13,12,380886
0,18.75,7.69,29.87,0.05116,16.88,13,77,4,6,380887
0,15.58,0.0,50.63,0.103505,15.19,12,79,14,14,380890
0,25.6,6.3,47.33,1.20981874,18.47,135,731,107,104,380891
0,16.0,0.0,26.23,0.008043,13.11,8,61,0,8,380892
0,5.77,10.53,22.54,0.0135216,7.04,5,71,7,4,511969
0,4.42,0.0,18.57,0.010735,4.22,10,237,14,20,380899
0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,380906
0,8.11,0.0,13.51,0.007305,8.11,3,37,0,2,380913
0,3.37,0.0,16.01,0.0,3.27,10,306,11,28,118774
0,5.0,0.0,17.5,0.0,5.0,2,40,2,3,511993
0,9.38,0.0,23.19,0.00876,8.7,12,138,11,9,380921
0,0.0,0.0,0.0,0.0,0.0,0,12,0,0,511995
0,7.59,0.0,16.46,0.0,7.59,6,79,5,2,512000
0,11.27,6.9,27.49,0.0270396,10.53,18,171,18,11,512001
0,8.51,5.56,31.33,0.2095392,7.23,6,83,7,13,512006
0,6.13,6.25,26.9,0.015365,6.14,21,342,38,33,118794
0,9.52,6.67,27.08,0.052466,7.29,7,96,11,8,118800
0,0.0,0.0,0.0,0.0,0.0,0,7,0,0,118810
0,6.45,0.0,20.59,0.0,5.88,2,34,1,4,512027
0,14.61,5.56,28.06,0.009984,13.78,27,196,17,11,380955
0,0.0,0.0,18.6,0.0,0.0,0,43,5,3,118814
0,14.57,6.74,27.43,0.09702,12.15,35,288,21,23,118816
0,7.69,6.67,34.36,0.7509756,6.75,11,163,23,22,512034
0,21.05,9.68,40.0,0.239504,14.0,14,100,13,13,512035
0,12.26,10.26,29.22,0.33533882,11.96,95,794,82,55,118828
0,7.28,0.0,23.81,0.00444555,6.98,22,315,30,23,380978
0,0.0,0.0,20.0,0.00545,0.0,0,5,1,0,380980
0,2.17,0.0,18.99,0.003962,1.27,1,79,5,9,118849
0,8.09,2.94,23.28,0.106035,7.81,50,640,39,60,380996
0,10.04,7.25,25.78,0.13366,9.69,53,547,43,45,380997
0,8.08,10.0,21.1,0.019464,8.26,9,109,6,8,380998
0,4.76,8.33,26.67,0.0456444,6.67,3,45,5,4,512074
0,9.68,0.0,22.32,0.008235,8.04,9,112,8,8,381002
0,3.45,0.0,17.24,0.0,3.45,1,29,2,2,512078
0,7.69,0.0,15.38,0.0,7.69,2,26,1,1,512085
0,0.0,0.0,17.65,0.0,0.0,0,17,1,2,512086
0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,512094
0,9.28,0.0,26.92,0.006195,8.65,9,104,7,12,381026
0,0.0,0.0,7.14,0.0,0.0,0,14,0,1,512102
0,15.14,0.0,35.94,0.003525,14.58,28,192,25,16,381038
0,3.5,13.73,11.93,0.105315,4.82,19,394,17,11,381041
0,6.25,0.0,25.93,0.027262,3.7,1,27,4,2,512115
0,4.5,0.0,20.94,0.014085,4.42,15,339,26,30,381050
0,9.68,0.0,32.35,0.00717,8.82,3,34,4,4,381065
0,4.0,0.0,9.68,0.00183,3.23,1,31,1,1,381067
0,13.16,6.76,27.68,0.1490568,8.93,10,112,16,5,512168
0,4.76,0.0,16.0,0.007944,4.0,1,25,2,1,512169
0,5.56,0.0,15.79,0.0,5.26,1,19,2,0,512170
0,0.0,0.0,20.0,0.0,0.0,0,10,0,2,381098
0,3.61,0.0,23.99,0.02447,3.56,15,421,39,47,381101
0,0.0,0.0,0.0,0.003672,0.0,0,16,0,0,512174
0,4.7,0.0,22.37,0.00228,4.61,7,152,12,15,381107
0,0.0,0.0,20.0,0.0,0.0,0,5,0,1,381108
0,11.76,0.0,19.61,0.00524285,11.76,6,51,1,3,381115
0,12.5,0.0,30.51,0.0,11.86,7,59,5,6,512189
0,4.52,0.0,24.63,0.029939999999999998,4.48,18,402,41,40,381117
0,6.2,0.0,18.8,0.0,6.02,8,133,9,8,381119
0,3.37,0.0,17.98,0.0,3.37,3,89,6,7,512198
0,0.0,0.0,0.0,0.0,0.0,0,12,0,0,512199
0,0.0,0.0,0.0,0.0,0.0,0,11,0,0,512200
0,1.69,0.0,14.75,0.0,1.64,1,61,2,6,512201
0,14.04,7.84,32.87,0.1615364,12.94,37,286,33,24,512202
0,8.0,0.0,27.59,0.008064,6.9,2,29,3,3,512203
0,0.0,0.0,37.5,0.0014,0.0,0,16,1,5,381129
0,4.58,11.11,24.76,0.02846,5.14,16,311,35,26,381131
0,15.15,0.0,19.57,0.03822,10.87,5,46,2,2,512210
0,7.69,0.0,20.0,0.0,7.69,5,65,2,6,512213
0,0.0,0.0,16.67,0.0,0.0,0,12,1,1,512225
0,6.67,0.0,26.67,0.0,6.67,2,30,1,5,381160
0,11.38,6.82,25.17,0.044305,10.69,31,290,23,19,381162
0,0.0,0.0,14.29,0.00126,0.0,0,21,1,2,512237
0,6.59,3.19,21.48,0.254049,5.91,55,931,68,77,381169
0,6.13,0.0,21.23,0.00081,6.13,13,212,13,19,381170
0,4.52,0.0,23.25,0.00348,4.39,10,228,24,19,381173
0,5.58,4.65,30.02,0.08134785,5.5,26,473,46,70,119033
0,7.22,0.0,27.59,0.0188652,6.03,7,116,10,15,381181
0,2.08,0.0,18.44,0.01965,2.08,8,385,23,40,381182
0,3.81,0.0,24.76,0.003275,3.81,4,105,12,10,381183
0,25.0,0.0,22.45,0.0511968,10.2,5,49,3,3,381184
0,8.33,0.0,18.75,0.005544,6.25,1,16,2,0,512273
0,8.7,0.0,30.43,0.0,8.7,2,23,4,1,512279
0,8.0,10.0,31.43,0.056954,8.57,3,35,6,2,512282
0,18.75,13.37,36.0,0.4341288,14.4,36,250,28,26,512285
0,17.07,0.0,34.15,0.0,17.07,7,41,3,4,512286
0,8.45,5.17,25.71,0.12760245,8.15,52,638,55,57,381214
0,6.45,0.0,23.47,0.006925,6.12,6,98,5,12,381215
